Day,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,FG
14,22.6,25.2,20.2,1020.7,87,0,7.9,5.6,14.8,-, , , , 
15,22.7,25.8,20.3,1019.3,81,0,6.9,3.1,14.8,-, , , , 
16,,,,,,,,,,,o, , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,19.4,25.4,14.5,1014.5,69,0,10,7.2,18.3,-, , , , 
20,22.3,29.3,14.6,1007.3,53,0,14.3,17.2,24.1,-, , , , 
21,22.3,27.5,16.6,1008.9,51,0,9.8,13.9,25.9,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,20.5,25.8,16.5,1007.7,76,0,10,5.6,18.3,-, , , , 
26,22.2,33.2,17,1013.4,71,0,11.3,11.1,22.2,-, , , , 
27,26.7,39.2,22.4,1021.7,31,0,10.8,13.7,18.3,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,19,24.7,14.8,1023.9,79,0,9.2,9.6,14.8,-, , , , 
1,17.3,23,13.3,1024.8,84,0,11.4,10.4,14.8,-, , , , 
2,22.4,29.9,16.1,1022.3,62,0,10,19.1,25.9,-, , , , 
3,20.2,22.2,19.3,1022.9,81,0,9.2,1.3,7.6,-, , , , 
4,,,,,,,,,,, , , , 
5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,,,,,,,,,,, , , , 
7,,,,,,,,,,,o, , , 
8,15.9,18.3,13.8,1020.2,69,8.89,7.6,13.3,18.3,-, , , , 
9,14.8,17.8,13.3,1020.9,85,1.02,8.2,15.6,22.2,-,o, , , 
10,14.2,14.6,13.5,1020.8,92,5.08,5.8,11.1,14.8,-,o, , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,,,,,,,,,,, , , , 
14,13.1,20.7,10,1012.9,71,0,10,14.3,25.9,-, , , , 
15,14.6,20,10,1008.7,74,0,10,6.5,18.3,-, , , , 
16,13.2,19.6,9,1014.4,68,0,12.6,7.4,25.9,-, , , , 
17,,,,,,,,,,,o, , , 
18,,,,,,,,,,, , , , 
19,,,,,,,,,,,o, , , 
20,12.3,14,11.2,1004.7,91,11.94,7.6,2,14.8,-,o, , , 
21,10.5,13.2,7,1007.3,76,10.92,9.5,8,18.3,-,o, , , 
22,7.4,10.5,5.5,1014.0,76,2.03,9.2,18.9,25.9,-,o, ,o, 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,,,,,,,,,,, , , , 
26,10.2,17.8,5.7,1028.0,72,0,8.9,14.3,25.9,-, , , , 
27,10,14,5.5,1026.5,77,0,10,16.7,29.4,-, , , , 
28,14,17.4,11,1022.5,87,2.03,8.4,7.4,14.8,-,o, , , 
29,,,,,,,,,,,o, , , 
30,,,,,,,,,,,o, , , 
1,15.4,18.5,13.8,1023.8,91,9.91,8,10,18.3,-, , , , 
2,14.6,19.7,11.2,1027.2,85,0,10,7.4,18.3,-, , , , 
3,14.6,19.5,11.7,1027.5,84,0,10.6,11.1,22.2,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,,o, , , 
6,,,,,,,,,,,o, , , 
7,10.7,16.2,7.5,1027.7,75,0,11.4,4.3,14.8,-, , , , 
8,10.6,17.3,5.9,1023.4,71,0,12.6,9.3,14.8,-, , , , 
9,12.6,16.5,9,1017.9,60,0,11.9,18,27.8,-, , , , 
10,,,,,,,,,,,o, , , 
11,,,,,,,,,,,o, , , 
12,,,,,,,,,,, , , , 
13,13.3,16.8,8.8,1023.5,80,0.25,9.8,6.1,14.8,-,o, , , 
14,15.1,23,8.9,1017.4,72,0,10.8,14.3,25.9,-, , , , 
15,17,20.7,14.3,1007.2,64,0,13.4,11.1,25.9,-,o, , , 
16,,,,,,,,,,,o, , , 
17,,,,,,,,,,,o, , , 
18,,,,,,,,,,,o, , , 
19,12.3,14.8,8.2,1011.1,88,27.94,6.4,26.5,44.3,-,o, ,o, 
20,12.7,16.6,8.9,1014.0,81,19.05,7.6,14.1,22.2,-,o, , , 
21,9.3,12.7,6.4,1024.9,78,9.91,9,3.3,11.1,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,9.7,16,5.5,1026.8,71,0,12.6,11.5,25.9,-, , , , 
26,12.6,20.7,7.7,1023.2,61,0,11.4,14.1,22.2,-, , , , 
27,15.2,21.7,8,1016.5,62,0,13.7,11.7,22.2,-, , , , 
28,,,,,,,,,,,o, , , 
29,,,,,,,,,,,o, , , 
30,,,,,,,,,,,o, , , 
31,6.6,10.6,5.2,1025.6,82,0.25,10.8,11.1,14.8,-, , , , 
1,7.4,9.8,4.6,1026.8,81,7.11,8.7,18.5,25.9,-,o, , , 
2,9.9,13.5,8,1028.0,92,28.96,7.6,8.9,18.3,-,o, , , 
3,9.9,15.2,7.7,1029.0,84,7.11,9.7,9.4,22.2,-,o, , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,8.4,15.2,3.6,1025.7,78,0,10,8,22.2,-, , , , 
8,8.3,15.4,4.5,1024.5,79,0,11.3,13.9,22.2,-, , , , 
9,8.6,12.7,6.8,1023.1,83,1.02,9.5,9.4,18.3,-,o, , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,7.9,13,6,1021.7,88,5.08,9.7,6.7,14.8,-, , , , 
14,7,14,3.4,1016.4,79,5.08,10,-,-,-, , , , 
15,9.1,15,5.2,1017.3,71,0,10,15.4,22.2,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,,o, , , 
18,,,,,,,,,,, , , , 
19,8.5,11.4,5,1016.7,87,4.06,8.4,11.9,22.2,-,o, , , 
20,10.3,15.8,5,1024.3,82,-,9.3,7.4,18.3,-,o, , , 
21,8.7,15.3,4.8,1025.4,81,0,12.6,8.9,16.5,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,,o, , , 
24,,,,,,,,,,, , , , 
25,8.6,15.5,3.8,1017.7,75,0,11.9,8,20.6,-, , , , 
26,8.7,16.3,5,1022.4,79,0,10,12.6,18.3,-, , , , 
27,9.3,16.3,5.3,1028.5,81,0,11.4,14.3,22.2,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,12.1,20,7.4,1032.3,73,0,13.4,14.8,22.2,-, , , , 
1,14.1,20.2,8.5,1030.0,57,0,13,9.6,22.2,-, , , , 
2,13.2,21.5,8.4,1027.6,64,0,12.1,12.6,18.3,-, , , , 
3,11.7,16.8,9.1,1028.6,86,4.06,8.9,6.3,11.1,-,o, , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,11.3,16.7,6,1029.4,71,0,9.3,11.1,22.2,-, , , , 
8,10.8,17.3,7.3,1030.3,81,0,9.5,9.1,18.3,-, , , , 
9,11.2,14.5,8.5,1027.9,80,0,9.5,10.7,18.3,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,10.9,15.2,7.5,1029.6,78,12.95,8.9,9.6,18.3,-,o, , , 
14,12.5,16.5,8.5,1026.0,73,0,12.9,8,14.8,-, , , , 
15,12.3,19.7,7.3,1027.4,77,0,10.6,11.1,18.3,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,13.3,24.7,9,1021.2,71,0,11.4,11.3,25.9,-, , , , 
20,11.9,17,7.2,1021.4,79,0,10.3,12.8,22.2,-, , , , 
21,10.8,15.5,7.4,1025.8,74,0,10,4.6,11.1,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,,o, , , 
24,,,,,,,,,,, , , , 
25,9.7,15.6,4.6,1032.6,72,0.51,11.3,12.4,18.3,-, , , , 
26,12.4,21.6,7.5,1029.2,60,0,14.3,14.8,22.2,-, , , , 
27,12.8,19.5,8.4,1026.8,68,0,12.2,15.6,25.9,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
1,12.1,18.2,6.7,1021.2,86,0,8.2,9.8,22.2,-, , , , 
2,11.8,16.7,8,1025.8,73,0,8.5,9.6,18.3,-, , , , 
3,10.4,20,3.8,1027.5,65,0,14.3,6.9,22.2,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,13.2,18.9,8.4,1028.0,85,0,11.3,11.9,22.2,-, , , , 
8,13.4,17,10.3,1030.5,86,0,8.2,5.9,14.8,-, , , , 
9,11.5,18,6.5,1031.2,81,0,8.5,9.4,22.2,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,16.5,20.2,13.3,1020.2,74,0,9.2,3.3,11.1,-, , , , 
14,14.3,17.9,12.7,1021.3,88,7.11,7.2,5.6,11.1,-,o, , , 
15,13.8,18,10.5,1020.9,85,5.08,8.5,8.9,18.3,-, , , , 
16,,,,,,,,,,,o, , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,11.8,15.2,7.4,1019.4,80,0.76,9.5,10.4,16.5,-, , , , 
20,11.4,16.5,6.2,1017.6,79,0.76,8.7,9.6,14.8,-, , , , 
21,11.9,17.3,6.4,1016.2,84,0,9.5,11.9,14.8,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,,o, , , 
25,14.3,18,11.5,1018.3,84,0.51,9.8,6.3,13,-, , , , 
26,13.2,19,7.3,1018.2,78,0,10,10.7,18.3,-, , , , 
27,14.3,23,8.3,1015.4,65,0,15,12.4,18.3,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,14.4,18.5,9.7,1011.8,87,0,9,10.4,25.9,-, , , , 
1,15.2,19.1,11.1,1010.4,79,0,12.9,6.3,14.8,-, , , , 
2,22.2,30.7,11.8,997.0,38,0,8.2,17.2,37,-, , , , 
3,17.4,21,14,1000.9,72,-,8.2,9.8,18.3,-,o, ,o, 
4,,,,,,,,,,,o, ,o, 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,13.2,18,8,1019.8,79,0,10,9.4,20.6,-, , , , 
8,19.8,28.2,11.5,1011.9,51,0.25,8,13.5,48.2,-,o, , , 
9,17.5,22,12,1008.5,78,2.03,9.8,7,22.2,-,o, , , 
10,,,,,,,,,,,o, , , 
11,,,,,,,,,,,o, , , 
12,,,,,,,,,,,o, , , 
13,14.3,19.3,10,-,79,0,9.2,0,-,-, , , , 
14,15.1,21.2,8.7,1008.7,73,0,9.8,7.2,18.3,-, , , , 
15,16.9,23,11,1009.8,73,0,10.6,11.5,25.9,-, , , , 
16,,,,,,,,,,,o, , , 
17,,,,,,,,,,,o, , , 
18,,,,,,,,,,, , , , 
19,16.1,18,11.6,-,60,0,10.5,13.5,22.2,-, , , , 
20,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22,19.7,30.4,15,1014.2,69,0,15,9.8,25.9,-, , , , 
23,17.6,23.3,12,1019.6,71,0,10.8,11.7,33.5,-, , , , 
24,,,,,,,,,,, , , , 
25,,,,,,,,,,, , , , 
26,,,,,,,,,,, , , , 
27,18.6,23,13.9,1008.4,69,0,10,12.2,25.9,-, , , , 
28,15.9,22.7,11,1012.9,59,0.51,11.6,11.9,33.5,-, , , , 
29,14.2,20,8,1017.5,74,0,11.3,10.7,18.3,-, , , , 
30,,,,,,,,,,, , , , 
1,16.9,20.5,10.4,1011.3,87,0,9.2,10,18.3,-, , , , 
2,16.4,23.4,11.9,1014.4,86,0,9.2,8.7,22.2,-, , , , 
3,18,25,12,1014.1,78,0,9.8,9.1,18.3,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,18.6,21,16,1011.7,87,0.25,5.6,5.2,14.8,-, , , , 
8,18.7,22.7,16,1011.8,89,-,5.8,5.2,14.8,-,o, , , 
9,18.9,21.5,16.2,1011.5,88,0,5.1,10.4,22.2,-, , , , 
10,,,,,,,,,,,o, , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , ,o, 
13,19.4,23,14,1016.1,89,0.25,5.8,9.4,25.9,-, , ,o, 
14,19.4,22,16,1018.6,88,0.76,6.3,5.7,14.8,-, , , , 
15,19.8,22.7,16.6,1018.2,84,0,8.2,7.2,16.5,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,19.1,23.2,14.4,1013.6,85,0,7.4,5.7,18.3,-, , , , 
20,20,23.5,14.2,1011.2,85,-,7.7,8.7,14.8,-,o, ,o, 
21,21.1,22.4,19.7,1011.2,87,0.76,4,7.6,22.2,-,o, , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,,o, ,o, 
25,17.8,20,16,1016.2,96,14.99,5.8,2.2,14.8,-,o, ,o, 
26,19.9,24.6,16,1016.7,77,1.02,10.3,11.9,22.2,-, , , , 
27,19.3,24,13.7,1016.8,77,0,10.9,9.8,24.1,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,21.3,26.6,17,1018.8,84,0,11.7,9.4,20.6,-, , , , 
1,21.9,26.3,16,1020.2,75,0,11.1,6.9,14.8,-, , , , 
2,21.9,25.2,16,1018.4,80,0,10.8,8.7,18.3,-, , , , 
3,21.7,26.5,15,1015.6,83,0,10.5,9.6,18.3,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,21.3,24.5,15.9,1019.9,69,0,10.9,7.2,18.3,-, , , , 
8,20.3,24.2,14.5,1016.9,76,0,11.4,12,22.2,-, , , , 
9,22.2,26,16,1012.6,79,0,10.6,7,14.8,-, , , , 
10,,,,,,,,,,,o, ,o, 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,19.8,23.8,14,1022.6,77,0.51,12.2,5.6,14.8,-, , , , 
14,19.7,24.2,16.3,1023.0,85,0,9,6.9,14.8,-, , , , 
15,20.7,24.5,14.3,1022.1,76,0,12.4,7.6,18.3,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,22.3,25.5,18.7,1017.5,80,0,9.2,11.5,22.2,-, , , , 
20,21.4,25,17,1017.2,87,0,6.9,7,18.3,-, , , , 
21,22.3,25,20,1017.7,83,0,7.7,5.2,18.3,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,22.6,24.2,19,1017.5,83,0,7.7,10.7,18.3,-, , , , 
26,22.2,26.4,16.7,1016.9,84,0,10.5,10.7,18.3,-, , , , 
27,24.2,27.4,13,1017.0,83,0,10,10.2,22.2,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
1,26.9,35,19.7,1011.5,64,0,11.3,11.7,18.3,-, , , , 
2,31.7,44,25,1010.9,45,0,9.5,15,29.4,-, , , , 
3,29.9,36.8,26.9,1010.6,46,0,9.3,10.7,25.9,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,28.6,41.3,24,1013.1,53,0,10,16.5,33.5,-, , , , 
8,25.3,28,22.4,1014.7,82,0,7.7,11.5,18.3,-, , , , 
9,24.7,27.5,22,1016.2,73,0,9.7,11.9,22.2,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,23.3,26,20.5,1019.8,67,0,12.2,14.8,18.3,-, , , , 
14,22.7,25.9,17.6,1016.4,73,0,11.6,8.5,22.2,-, , , , 
15,24.2,30.3,17.2,1012.9,67,0,11.7,13.9,29.4,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , ,o, 
18,,,,,,,,,,,o, , , 
19,24.1,27,20.8,1015.6,83,-,9.2,6.3,14.8,-,o, , , 
20,23.4,28,18,1013.3,80,0,11.1,12,18.3,-, , , , 
21,24.9,28.5,20,1013.9,78,0,10.9,14.3,43.2,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,25.3,28.1,20.6,1011.1,77,0,10.6,7.6,18.3,-, , , , 
26,25.7,30.5,22,1012.6,70,0,10.1,9.6,18.3,-, , , , 
27,25.1,28.9,20,1014.9,80,0,9,8.3,14.8,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,23.9,28,18.7,1021.0,75,0,10.5,11.1,18.3,-, , , , 
1,24.1,28.5,18.5,1020.2,78,0,12.6,11.3,20.6,-, , , , 
2,25.9,32.7,19,1018.5,64,0,11.7,10.6,18.3,-, , , , 
3,27.9,35.2,22.8,1014.9,53,0,10.5,9.4,22.2,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,23.4,27.6,18,1020.9,75,0,11.3,10.4,18.3,-, , , , 
8,24.2,28,19.5,1018.5,76,0,10.3,8.3,18.3,-, , , , 
9,24.5,27.5,20.2,1018.6,81,0,10.1,11.1,22.2,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,23.7,29,18.8,1017.7,82,0,8.7,7,18.3,-, , , , 
14,23.7,28.2,18.4,1020.6,78,0,11.1,10.4,18.3,-, , , , 
15,24,29,18,1019.9,75,0,10.9,9.1,18.3,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,27.9,30,24,1014.4,69,0,7.6,9.8,22.2,-, , , , 
20,32.6,41.2,27,1014.5,46,0,8,8.9,22.2,-, , , , 
21,30,39.5,26,1014.1,43,0,9,16.7,33.5,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,31.1,40.5,26.3,1015.0,34,0,10,13.3,25.9,-, , , , 
26,28.2,41.3,23,1012.8,43,0,9.7,17,25.9,-, , , , 
27,25.5,30,20.9,1015.6,74,0,9.8,7.4,14.8,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,28.1,36,23.4,1009.1,63,0,9.2,12.4,18.3,-, , , , 
1,26.6,29.4,22.5,1011.6,80,0,8.4,9.1,18.3,-, , , , 
2,26.1,29.6,21.5,1011.9,80,0,8.4,6.1,18.3,-, , , , 
3,25.7,27.6,24,1014.3,77,0,8,12,18.3,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,22.1,27.3,17,1015.6,65,0,11.6,10.7,18.3,-, , , , 
8,22.2,27.2,16,1015.9,68,1.02,9.8,13.3,22.2,-,o, , , 
9,23,27.5,17.5,1019.2,75,0,10.8,9.4,18.3,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,23.6,27.6,20,1014.9,82,0,9.3,9.8,18.3,-, , , , 
14,23.3,27.3,17.8,1016.3,86,0,8.9,8.1,14.8,-, , , , 
15,24.7,33,18.8,1015.9,78,0,9.8,10.2,18.3,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,25.7,31.5,23,1007.1,68,0,10.3,11.1,25.9,-, , , , 
20,24,29.3,19,1011.1,66,0,10.3,8.3,25.9,-, , , , 
21,21.7,26.5,16,1018.9,62,0,10.5,8.1,18.3,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , ,o, 
25,23.3,27.5,18,1019.5,81,0,10.5,8.7,14.8,-, , , , 
26,22.8,28,19,1018.3,84,0,9.7,8.9,18.3,-, , ,o, 
27,24,29,19,1016.8,79,0,9.5,6.3,22.2,-, , , ,o
28,,,,,,,,,,, , ,o, 
29,,,,,,,,,,,o, , , 
30,,,,,,,,,,,o, , , 
1,17.6,24.5,14.7,1011.8,71,4.06,9.5,18,37,-,o, , , 
2,16.8,20,14,1015.8,85,23.88,8.7,10.4,37,-,o, ,o, 
3,18.8,23,15.6,1017.5,86,10.92,8.5,8.1,14.8,-,o, , , 
4,,,,,,,,,,,o, , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,20.3,23.2,18,1020.5,79,0,10.3,12.2,74.1,-, , , , 
8,18.2,24.8,13.2,1020.1,80,0,11.4,12.2,22.2,-, , , , 
9,18.9,24.2,13.6,1016.6,78,0,11.1,10.7,25.9,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,17.2,21.4,13,1008.5,77,2.03,9.8,6.9,14.8,-,o, , , 
14,13.6,17,11.9,1012.1,89,4.06,9.7,13.5,25.9,-,o, , , 
15,18.1,24,13,1012.5,61,4.06,11.3,13.7,25.9,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , ,o, 
18,,,,,,,,,,, , ,o, 
19,18.1,23,13.1,1022.6,77,0,10.9,10.7,18.3,-, , , , 
20,18.9,27,14,1018.4,68,0,12.1,13.3,25.9,-, , , , 
21,20.6,27,13.8,1016.4,63,0,11.1,11.1,22.2,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,21.7,26.8,18,1017.9,71,1.02,7.7,12.8,18.3,-,o, ,o, 
26,19.2,25,16,1018.8,81,5.08,10,13.3,22.2,-,o, ,o, 
27,17.6,21.2,14.8,1021.4,87,-,10,8.1,18.3,-,o, , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,18.9,25.5,14,1012.8,73,0,10.5,11.1,22.2,-, , , , 
1,17.6,21,14,1017.0,80,0.25,11.6,6.5,20.6,-,o, , , 
2,16.9,24.3,11.2,1015.4,74,0,11.4,11.9,22.2,-, , , , 
3,17.5,28.8,11.9,1011.6,74,0,10.8,12.4,25.9,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,17.8,23,14,1008.0,48,0.51,10.8,16.7,33.5,-, , , , 
8,15.9,21.7,12.6,1012.3,55,0,10.6,13.7,37,-, , , , 
9,14.5,19.3,10,1018.2,66,0,11.9,9.8,18.3,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,23.9,26,21,1013.9,35,0,10.6,23.2,37,-, , , , 
14,19.7,22.6,18,1012.8,61,0,8.2,8.9,18.3,-, , , , 
15,18.4,22.5,14.8,1011.2,71,0,9.5,4.6,29.4,-, , , , 
16,,,,,,,,,,,o, , , 
17,,,,,,,,,,,o, , , 
18,,,,,,,,,,,o, , , 
19,12.7,18.5,9.6,1017.1,69,0,11.1,13.9,25.9,-, , , , 
20,13,19.2,3,1014.9,66,0,10,12.8,22.2,-, , , , 
21,13.7,17.8,10,1016.2,75,3.05,10.1,12.8,25.9,-,o, , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,,o, , , 
24,,,,,,,,,,,o, ,o, 
25,13,18.8,9,1017.7,76,0,10.6,9.3,22.2,-, , , , 
26,16.8,25,9,1020.9,70,0,10.3,12,22.2,-, , , , 
27,16.9,26,12,1023.0,74,0,11.7,14.8,25.9,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
1,14.2,22.6,10.7,1020.4,75,0,11.7,16.1,29.4,-, , , , 
2,14.9,22.3,11,1021.0,76,-,10.3,16.1,37,-,o, ,o, 
3,13.6,17.7,10,1022.2,78,20.07,10.9,16.1,25.9,-,o, , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,20.3,27.1,12.2,1016.7,44,0,11.3,22.4,29.4,-, , , , 
8,19.2,25,13,1017.1,52,0,9.8,16.9,33.5,-, , , , 
9,14.6,18,11,1023.5,70,0,10.5,11.1,25.9,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,13.2,22.4,9.6,1030.2,59,0,11.6,18.3,33.5,-, , , , 
14,15.1,25.2,8.9,1024.3,51,0,10.9,19.8,33.5,-, , , , 
15,14.6,22,10,1018.3,54,0,12.1,6.3,20.6,-, , , , 
16,,,,,,,,,,,o, , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,11,19.7,6,1022.9,66,0,10.6,8.1,33.5,-, , , , 
20,13.3,19,9,1014.6,55,0,11.6,12.4,25.9,-, , , , 
21,12.3,16,8.5,1010.3,65,0,11.3,5.7,18.3,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,,o, , , 
24,,,,,,,,,,, , , , 
25,14.7,17,12,1005.3,72,3.05,9.8,14.3,25.9,-,o, , , 
26,18.3,24.2,11.7,1001.8,63,0.76,11.7,18,29.4,-,o, , , 
27,14.4,18.8,9.8,998.3,67,12.95,10,17,33.5,46.5,o, ,o, 
28,,,,,,,,,,,o, ,o, 
29,,,,,,,,,,,o, ,o, 
30,,,,,,,,,,,o, ,o, 
31,7.9,15.2,6,-,68,4.06,10,10.6,44.3,-, , ,o, 
1,9.7,16,3.5,1018.6,60,4.06,10.6,20.4,37,-, , , , 
2,14.4,20.8,9.5,1016.3,57,0,10.8,21.3,40.7,-, , , , 
3,13.2,20,9,1021.4,76,0,10.3,13.1,22.2,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,12.6,16,10,1015.8,80,-,10.5,8.3,18.3,-,o, , , 
8,10.5,15,7,1020.3,80,1.02,10.8,13.1,25.9,-,o, , , 
9,10.4,18,4.2,1022.1,67,2.03,11.1,16.5,37,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,12,15,10.4,1009.1,74,0,9.2,15.7,25.9,-,o, ,o, 
14,12.1,14,11,1013.5,91,26.92,5.6,14.6,37,-,o, ,o, 
15,11.6,16.3,9,1018.5,86,40.89,8.4,9.4,18.3,-,o, ,o, 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,,o, , , 
18,,,,,,,,,,, , , , 
19,12.4,15,9.1,1015.7,74,6.1,8.7,19.6,29.4,-,o, ,o, 
20,12.3,15.2,10,1023.1,78,32,8.9,21.5,37,-,o, ,o, 
21,10.9,17,6.7,1027.4,83,2.03,11.3,9.4,22.2,-,o, , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,16.2,22,12,1018.5,62,0,10,15.4,25.9,-, , , , 
26,12.9,17.6,10,1020.3,78,3.05,9.8,9.8,29.4,-,o, , , 
27,13.4,19.5,7.1,1014.8,78,0.76,10.1,8.1,25.9,-,o, , , 
28,,,,,,,,,,,o, , , 
29,,,,,,,,,,,o, ,o, 
30,,,,,,,,,,,o, ,o, 
31,11.4,17,6.3,1017.4,71,3.05,10.8,18,25.9,-,o, ,o, 
