Day,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,FG
23,,,,,,,,,,,o, , , 
24,,,,,,,,,,, , , , 
25,12.1,20.1,3.5,1020,45,0,13.2,29.8,35.2,-, , , , 
26,13.5,20.6,6.8,1018.2,32,0,15,18.7,37,-, , , , 
27,14.9,24.2,6.1,1007.2,27,0,9.7,29.6,55.4,-, , , , 
28,,,,,,,,,,, , , , 
1,13.9,22,3,1006.8,19,0,5.6,40.4,59.1,-, , , , 
2,13.5,22,4.7,1008.8,21,0,10,25.4,40.7,-, , , , 
3,15.3,24.7,3.5,1016,22,0,10,11.5,16.5,-, , , , 
4,,,,,,,,,,,o, , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,18.4,26.3,9.4,1009.8,20,0,12.9,23,40.7,-, , , , 
8,16.8,25.7,8,1008,24,0,10,19.4,25.9,-, , , , 
9,18.7,26.2,9,1013.7,23,0,12.6,25.6,40.7,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,19.6,26.6,9.5,1016.3,22,0,13.4,23.7,31.3,-, , , , 
14,19.2,24.7,13.4,1013.1,25,0,8.7,31.1,46.5,-, , , , 
15,17.1,26.3,8,1017.9,31,0,10,23.7,33.5,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,20.1,29.4,8,1022,21,0,10,26.3,46.5,-, , , , 
20,19.9,29.2,9.5,1022.1,18,0,12.6,19.8,25.9,-, , , , 
21,22.9,31.6,8.2,1021.1,18,0,14.3,16.1,22.2,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,24.7,33.2,15.2,1012.2,14,0,15,18.1,27.8,-, , , , 
26,22.4,27,17.2,1010.4,19,0,5.5,38.3,68.3,-, , , , 
27,15.2,23.3,6.5,1019.4,19,0,6.9,26.3,44.3,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,20.6,28,12.4,1018.1,-,0,12.6,32.4,44.3,-, , , , 
1,19.6,30.2,8.1,1018.7,11,0,15,21.7,29.4,-, , , , 
2,18.6,30.9,8.1,1015.8,-,0,15.8,15.9,22.2,-, , , , 
3,26.1,33.2,12.6,1011.6,-,0,9.2,14.4,27.8,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,32.2,35,28,1014.5,-,0,15,9.6,27.8,-, , , , 
8,28.1,36.2,16.5,1012.4,-,0,10,15.7,22.2,-, , , , 
9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10,30.9,37.8,17,1013.1,-,0,10,17.8,25.9,-, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,,,,,,,,,,, , , , 
14,28.6,35.9,21,1006.6,-,0,9.8,28.2,37,-, , , , 
15,27.6,32.5,14.4,1009.2,-,0,9.5,32.6,51.9,-, , , , 
16,23.8,31.3,15,1012.4,21,0,8.9,33.3,48.2,-, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,,,,,,,,,,, , , , 
20,24.1,29.3,14.1,1015.5,16,0,10.9,28.5,46.5,-, , , , 
21,24.8,30,15.6,1013,19,0,10,29.1,33.5,-, , , , 
22,26.5,31.4,13.8,1012.5,-,0,10,16.7,25.9,-, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,,,,,,,,,,, , , , 
26,26.9,32.4,17.6,1002.4,-,0,7.4,34.8,48.2,-, , , , 
27,23,26.9,14.7,1007.2,21,0,6.9,16.7,33.5,-, , , , 
28,24.4,30.3,11.5,1008.9,16,0,12.1,17.8,25.9,-, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
1,27.7,33.6,13,1009.5,-,0,20,22.6,29.4,-, , , , 
2,28.2,33.4,17.1,1006.9,-,0,9.7,19.4,33.5,-, , , , 
3,27.6,32.8,17.6,1008.3,13,0,10,27.4,37,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,27.3,31.5,14.1,1013.2,16,0,10,21.5,27.8,-, , , , 
8,27.1,33.8,15,1013.7,-,0,10,21.9,38.9,-, , , , 
9,28,36,15.5,1011.7,-,0,14,27,38.9,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,30,36.7,16.6,1002.2,-,0,9.7,34.4,55.4,-, , , , 
14,30.1,36.7,16.6,1003.9,-,0,10,24.4,33.5,-, , , , 
15,30.4,35.5,19.2,1006.8,-,0,10.5,10.7,20.6,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,30.3,36.2,20.6,1001.8,19,0,6.8,24.8,27.8,-, , , , 
20,31.3,37.4,20.2,1006.1,-,0,9.7,24.4,27.8,-, , , , 
21,33.4,38.7,23.5,-,-,0,10,11.1,18.3,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,31.9,36.7,20.5,1005,-,0,11.7,20.4,22.2,-, , , , 
26,31.7,37,19.9,1007.1,-,0,14,18.9,27.8,-, , , , 
27,32,38.2,17.3,1008.5,-,0,10.9,12.6,24.1,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,35.7,42.8,23.1,1006.3,-,0,11.3,17.6,25.9,-, , , , 
1,35.9,41.8,23.6,1007.4,-,0,18,18.9,29.4,-, , , , 
2,37.1,43,22.6,1009,-,0,15,17.8,33.5,-, , , , 
3,38,44.5,23.9,1007.8,-,0,15,23,33.5,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,36,41.6,25.8,1005.4,-,0,10,16.3,37,-, , , , 
8,35.7,40.9,25,1005.4,-,0,10,36.5,46.5,-, , , , 
9,33.9,39.5,22.2,1008.1,-,0,10,21.5,33.5,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,35.5,41,22.7,1007.1,-,0,15,8.9,18.3,-, , , , 
14,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15,39.2,43.6,29.3,1012.7,-,0,10,16.7,24.1,-, , , , 
16,38.5,44.7,23,1011.9,-,0,10,17,25.9,-, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,,,,,,,,,,, , , , 
20,41.1,47.3,28.8,1006.4,-,0,10,13.3,31.3,-, , , , 
21,38.2,46.3,28.8,1006.6,-,0,10.8,12,16.5,-, , , , 
22,42.1,45.2,37.7,1006,-,0,10,26.3,31.3,-, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,,,,,,,,,,, , , , 
26,39.2,47,-,1009,-,0,10,17,22.2,-, , , , 
27,42,46.7,31.6,1008.6,-,0,6.4,23.3,38.9,-, , , , 
28,42.4,47,29.3,1009.1,-,0,9.2,25.2,51.9,-, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
1,42.3,48,30.5,1003.9,-,0,10,17.8,37,-, , , , 
2,40,47.9,-,1001.9,-,0,10,23.9,29.4,-, , , , 
3,41.5,47,28.3,1003.1,-,0,10,28.3,31.3,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,41.9,46,29.7,1008.4,-,0,10,20.6,33.5,-, , , , 
8,40.7,46.8,27.5,1008.5,-,0,10,15.6,29.4,-, , , , 
9,39.7,47.8,28.7,1009.2,-,0,8.5,20,29.4,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,39.6,46.5,28.2,1008.3,-,0,10,32.4,35.2,-, , , , 
14,40.5,46.4,28.5,1006.6,-,0,8.2,39.6,48.2,-, , , , 
15,41,46.4,28.1,1005.9,-,0,9.2,30.4,46.5,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,42.1,45,38.7,1008.5,-,0,10,33.7,40.7,-, , , , 
20,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,40.3,45.7,27.2,1006.7,-,0,10,34.6,40.7,-, , , , 
22,38.1,46.2,25.5,1008.3,-,0,10,28.2,37,-, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,,,,,,,,,,, , , , 
26,38.2,45.1,25,1010.7,-,0,10,31.1,42.4,-, , , , 
27,41.2,45,34.9,1011.4,-,0,10,23,35.2,-, , , , 
28,38.7,47.8,27,1011.1,-,0,10,24.8,40.7,-, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,,,,,,,,,,, , , , 
1,40.1,45.6,24,1006.2,12,0,10,31.1,44.3,-, , , , 
2,40.3,45,32,1006.9,-,0,7.7,41.5,70.2,-, , , , 
3,38.1,44.1,27,1008.6,-,0,8.4,30.4,51.9,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,41,44.1,36.2,1012,-,0,9.5,41.7,55.4,-, , , , 
8,37.5,44,24.8,1010.9,-,0,10,35.7,42.4,-, , , , 
9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10,39.4,45,25.6,1011.3,-,0,10,28.2,42.4,-, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,,,,,,,,,,, , , , 
14,39.2,48.5,23.8,1006,-,0,10,28.9,40.7,-, , , , 
15,39.2,44.2,29.5,1007.9,-,0,7.2,38.3,55.4,-, , , , 
16,39.2,44.3,29.6,1009.6,-,0,9,20,40.7,-, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,,,,,,,,,,, , , , 
20,38.1,44.6,28.6,1013,-,0,10,34.6,40.7,-, , , , 
21,36.4,43.2,26.5,1010.6,-,0,9.8,25,37,-, , , , 
22,37.5,43,23.7,1008.4,-,0,10,32.6,40.7,-, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,,,,,,,,,,,o, ,o, 
26,34.9,42,24.6,1009.9,23,1.02,9,16.7,29.4,-, , , , 
27,35.2,42.3,25.8,1007.9,21,0,10.8,9.3,18.3,-, , , , 
28,35.7,42,24.3,1005.4,15,0,10,9.3,18.3,-, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,,,,,,,,,,, , , , 
1,38.1,43,30.8,1009.7,15,0,1,34.6,40.7,-, , , , 
2,39.3,42.5,36.2,1011.2,19,0,-,25,48.2,-, , ,o, 
3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,36.4,42.6,27.8,1008,17,0,6.3,30.7,55.4,-, , , , 
5,,,,,,,,,,, , , , 
6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7,,,,,,,,,,, , , , 
8,,,,,,,,,,, , , , 
9,36.2,42,25.5,1007.1,16,0,10,20.4,48.2,-, , , , 
10,34.7,40.8,21.9,1009.7,-,0,10,22.2,31.3,-, , , , 
11,34.6,41,23,1009.9,-,0,10,10.7,-,-, , , , 
12,,,,,,,,,,, , , , 
13,,,,,,,,,,, , , , 
14,,,,,,,,,,, , , , 
15,35.4,40,19.1,1009.6,-,0,10,16.7,22.2,-, , , , 
16,32.7,40.2,21,1011.9,-,0,12.1,8.1,18.3,-, , , , 
17,35.8,41,26.2,1010.9,-,0,10,14.1,20.6,-, , , , 
18,,,,,,,,,,, , , , 
19,,,,,,,,,,, , , , 
20,,,,,,,,,,, , , , 
21,29.4,38.2,19.7,1011.7,19,0,10,19.3,22.2,-, , , , 
22,32,37.2,20.6,1011.9,22,0,10,18.1,33.5,-, , , , 
23,33.9,41,21.9,1008.3,15,0,10,30.7,44.3,-, , , , 
24,,,,,,,,,,, , , , 
25,,,,,,,,,,, , , , 
26,,,,,,,,,,, , , , 
27,31.9,38.6,22.9,1011.7,14,0,10,15.9,29.4,-, , , , 
28,28.8,30.6,25.1,1012.1,18,0,7.2,33.3,51.9,-, , , , 
29,33,36.6,27.1,1011.5,-,0,8.5,20.7,27.8,-, , , , 
30,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,34.5,38,22.8,1013.4,-,0,10,16.7,25.9,-, , , , 
2,32.3,39.8,20.5,1011.4,-,0,12.4,26.7,44.3,-, , , , 
3,30.4,37.2,21.6,1012.2,-,0,5.6,33,51.9,-, , , , 
4,,,,,,,,,,, , , , 
5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,,,,,,,,,,, , , , 
7,,,,,,,,,,, , , , 
8,27.8,34.2,17.8,1013.1,-,0,10,12.6,18.3,-, , , , 
9,29.3,36.2,15.3,1015.2,-,0,12.1,9.6,22.2,-, , , , 
10,28.8,36.3,15.1,1016.1,-,0,15,11.1,25.9,-, , , , 
11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12,,,,,,,,,,, , , , 
13,,,,,,,,,,, , , , 
14,,,,,,,,,,, , , , 
15,31.4,38.4,18.8,1011.6,-,0,15,13,18.3,-, , , , 
16,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17,32.8,39.4,20.3,1012.3,-,0,13,15.6,37,-, , , , 
18,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19,27.9,36.2,18.4,1009.6,-,0,15,20.2,27.8,-, , , , 
20,,,,,,,,,,, , , , 
21,,,,,,,,,,, , , , 
22,,,,,,,,,,, , , , 
23,26.3,32.1,13.8,1008.9,-,0,14,13.3,20.6,-, , , , 
24,25.7,31.3,15.6,1006.5,-,0,10,30,44.3,-, , , , 
25,24.1,30.6,14.4,1008.7,22,0,12.1,24.1,25.9,-, , , , 
26,,,,,,,,,,, , , , 
27,,,,,,,,,,, , , , 
28,,,,,,,,,,, , , , 
29,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30,23.1,25.7,18.6,1016.1,54,0.25,8.5,23.5,40.7,-, , , , 
31,26.4,35,16.5,1014.6,44,0,10,12.6,24.1,-, , , , 
1,30.1,33.5,26.3,-,39,0,9,20.4,22.2,-, , , , 
2,24.8,30.4,16.5,1014.8,44,0,12.1,14.4,22.2,-, , , , 
3,25.7,30.5,16.7,1013.9,40,0,10,15.9,25.9,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,23.4,29.4,13,1008.3,28,0,10,21.1,33.5,-, , , , 
8,17.6,25.7,8.8,1010.8,33,0,11.3,15.6,18.3,-, , , , 
9,18.2,25.8,7.7,1009.9,29,0,13.7,13,18.3,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , ,o, 
13,21.2,28,12.1,1010.8,33,0,11.3,19.4,29.4,-, , , , 
14,25.5,30.8,17,1012.1,27,0,8.2,27.4,33.5,-, , , , 
15,22.7,27.5,15.3,1013.1,28,0,12.6,7.4,18.3,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,18.7,21.7,15.3,1014.8,33,0,10,29.6,37,-, , , , 
20,17.2,22.1,10.5,1013.7,40,0,15,6.3,16.5,-, , , , 
21,15.2,22.4,5.7,1015.1,37,0,15,6.7,14.8,-, , , , 
22,,,,,,,,,,, , , , 
23,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24,,,,,,,,,,, , , , 
25,,,,,,,,,,, , , , 
26,15.3,20.4,7.6,1019,49,0,13,21.3,29.4,-, , , , 
27,15.3,21,5.1,1020.6,45,0,15,20.4,24.1,-, , , , 
28,14.3,20.6,4,1023.5,46,0,12.1,25.6,31.3,-, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
1,16.6,22.4,5.7,1017.8,40,0,15,7,14.8,-, , , , 
2,15.3,19.4,8.8,1020.6,35,0,8.4,31.9,37,-, , , , 
3,11.7,18.7,1.1,1023.2,36,0,22,25.7,33.5,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,16.1,23.4,5.4,1022.4,38,0,14,26.3,27.8,-, , , , 
8,16.5,23.7,5.8,1023.4,44,0,14,31.1,37,-, , , , 
9,17.6,25.3,7.4,1023.1,41,0,15,21.1,29.4,-, , , , 
10,,,,,,,,,,, , , , 
11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12,,,,,,,,,,, , , , 
13,,,,,,,,,,, , , , 
14,17.2,22.9,10,1014.1,35,0,15,14.8,22.2,-, , , , 
15,19.5,24.5,14.6,1007.5,28,0,10,26.9,33.5,-,o, , , 
16,16,22,8,1013.9,42,0,10,1.5,7.6,-, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,,,,,,,,,,, , , , 
20,15.2,21,7.5,1025.4,45,0,10,32.6,40.7,-, , , , 
21,13.8,19.5,5,1023.1,39,0,10.5,21.5,29.4,-, , , , 
22,10.9,20.5,3,1021.9,46,0,10,16.1,22.2,-, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,,,,,,,,,,, , , , 
26,16.1,22.6,3.4,1018.3,-,0,10,25,33.5,-, , , , 
27,14,22,3.8,1018.8,27,0,12.1,4.1,13,-, , , , 
28,12.9,18.9,3.6,1019.2,32,0,10.9,24.6,33.5,-, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,,,,,,,,,,, , , , 
1,12.1,20.8,2.8,1029.7,36,0,10,17.6,20.6,-, , , , 
2,15.3,24.4,6.5,1025.4,36,0,10,8,13,-, , , , 
3,16.7,25.6,3.8,1023.3,26,0,12.1,12.6,18.3,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,14.2,15.5,11.8,1007.9,36,0,7.2,35.6,48.2,-, , , , 
8,11.4,18.1,2.8,1020.9,36,0,10,10.7,16.5,-, , , , 
9,12.8,19.3,2,1023.1,31,0,14.2,3.7,14.8,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,15.1,21.5,4.5,1026.3,48,0,10,23.5,33.5,-, , , , 
14,16.1,23,4.9,1026.4,36,0,10,27.8,33.5,-, , , , 
15,14.2,22.1,2.5,1023.1,35,0,10,6.9,18.3,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,11.5,15.6,6.4,1008.1,61,0.51,10,23.7,29.4,-, , , , 
20,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23,11.3,16.5,5.8,-,55,0,8.4,31.7,40.7,-, , , , 
24,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25,10.9,16.8,2.5,1024.6,41,0,10,28.9,37,-, , , , 
26,,,,,,,,,,, , , , 
27,,,,,,,,,,, , , , 
28,,,,,,,,,,, , , , 
29,13.4,22,2,1027.9,-,0,10,25.2,29.4,-, , , , 
30,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31,15.4,21.4,3.5,1024.0,22,0,10,-,-,-, , , , 
1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,13.6,20.5,5.8,1019.5,31,0,10,23,29.4,-, , , , 
4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10,13.1,17.8,4,1025.8,21,0,8.5,32.8,44.3,-, , , , 
11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12,13.8,23,2.4,1019.7,20,0,15,6.5,14.8,-, , , , 
13,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15,-,-,-,-,-,-,-,-,-,-,-,-,-,-
16,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,,,,,,,,,,, , , , 
20,18.9,26.3,5.1,1024.9,-,0,15,13.3,18.3,-, , , , 
21,20.3,27.7,5.6,1022.8,-,0,14,8.9,14.8,-, , , , 
22,21.4,29,6.7,1020.4,-,0,-,6.5,13,-, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,,,,,,,,,,, , , , 
26,24.1,32,9.3,1016.1,-,0,15,11.9,16.5,-, , , , 
27,24.9,32.6,9,1011.5,-,0,6.9,42.2,66.5,-, , , , 
28,20.8,28,9.1,1009.9,23,0,10,11.9,24.1,-, , , , 
1,18.3,25.3,12.4,1003.7,21,0,9.5,29.6,44.3,-, , , , 
2,17.2,20.4,13.6,1003.7,41,0,6.8,41.7,57.2,-, , , , 
3,14.8,19.4,9.5,1012.0,57,0,16.4,19.3,27.8,-,o, , , 
4,,,,,,,,,,,o, , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,17.8,25.3,10.6,1016.2,40,0,9.5,30.2,40.7,-, , , , 
8,18.2,25.3,10.6,1015.6,34,0,10,25.9,33.5,-, , , , 
9,19.9,26,13.2,1015.7,26,0,9.3,27.8,33.5,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,20.7,28,11.6,1013.8,20,0,9.2,31.5,42.4,-, , , , 
14,19.8,28.2,12,1011.9,23,0,6,46.9,70.2,-, , , , 
15,16.1,18.5,10.2,1007.4,55,0,1.9,-,-,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,19.8,28.1,9,1019.0,33,0,9.3,32.4,38.9,-, , , , 
20,20.7,30,10.3,1014.8,14,0,10.3,33.9,44.3,-, , , , 
21,22.7,31.8,12.1,1008.9,12,0,5,44.4,55.4,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,25.1,35,14.2,1013.9,-,0,10,-,-,-, , , , 
26,22.6,29.2,13.2,1010.5,12,0,10,-,-,-, , , , 
27,22.9,29.4,13,1013.5,15,0,9.5,-,-,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,22.7,29.4,15,1015.1,14,30.99,7.7,39.1,50,-, , , , 
1,21.8,30.9,10.6,1017.1,13,0,10,25,33.5,-, , , , 
2,24.2,31,16.2,1015.3,13,0,7.1,31.7,48.2,-, , , , 
3,20.1,24,13.2,1017.9,16,0,4.8,38.5,51.9,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,24.3,32,13.1,1016.7,16,0,15,23.9,31.3,-, , , , 
8,27.1,34.9,14,1012.4,-,0,11.3,30,46.5,-, , , , 
9,27.3,35.5,16.3,1011.7,-,0,10,24.4,31.3,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,23.3,33.4,12.8,1009.5,16,0,9.8,26.9,48.2,-, , , , 
14,28.1,37,19.3,1001.5,-,0,6.1,40.9,66.5,-, , , , 
15,24.3,32.5,10.1,1004.2,-,0,9.7,32.6,46.5,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,22.9,31.4,14,1001.7,19,0,6.9,38.3,53.5,-, , , , 
20,23.5,30.6,13.3,1001.8,25,0,6.3,38.5,55.4,-, , , , 
21,20.7,30.5,11.5,1008.1,19,0,9.8,22.4,29.4,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,23.8,30.9,16.8,1014.3,16,0,8.4,34.6,55.4,-, , , , 
26,19.4,28.5,10.6,1018.6,14,0,10.5,28.2,44.3,-, , , , 
27,21.1,29,10,1018.7,14,0,10.9,31.7,44.3,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
1,20.8,27.5,11,1018.5,26,0,10,28,46.5,-, , , , 
2,20.8,29.1,10.6,1019.7,27,0,10,26.9,37,-, , , , 
3,23.1,32.1,12.8,1016.1,18,0,12.1,19.6,33.5,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,30.5,38.8,17.4,1009.2,-,0,10,17.4,51.9,-, , , , 
8,29.9,37.7,20.2,1009.8,-,0,11.3,17,29.4,-, , , , 
9,29.9,38.8,22.2,1009.9,22,0,8.7,24.3,46.5,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,29.7,37.7,22.5,1003.7,-,0,8,38.3,51.9,-, , , , 
14,26.9,35.9,16.2,1009.2,15,0,11.9,20.6,35.2,-, , , , 
15,28.6,37.3,17.4,1011.2,16,0,13.5,20.9,33.5,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,27.1,36.9,16.4,1011.8,17,0,10.8,21.9,37,-, , , , 
20,29.8,38.6,17.1,1010.3,-,0,13.7,18.3,33.5,-, , , , 
21,31.6,40.6,19.4,1011.7,-,0,15,20.6,33.5,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,36.6,43.8,26.8,1008.3,-,0,10,14.4,22.2,-, , , , 
26,34.7,44.9,25.2,1007.9,-,0,10.6,12.4,18.3,-, , , , 
27,38,45.4,28,1007.3,-,0,10,16.9,29.4,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,37.3,47.5,25.4,1009.5,-,0,10,17.2,24.1,-, , , , 
1,37.9,46.6,27.1,1009.2,-,0,9.5,25.7,51.9,-, , , , 
2,38.1,46.8,28,1007.8,-,0,10,17.6,29.4,-, , , , 
3,39.5,46.6,29.8,1007.7,-,0,9,19.8,33.5,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,36.3,44.1,25,1008.8,-,0,10,20.4,25.9,-, , , , 
8,36.6,44.5,26,1009.4,-,0,10,20.4,37,-, , , , 
9,36.3,43.3,28,1009.4,-,0,10,23,33.5,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,33.9,40.5,26.4,1007.1,-,0,7.7,13,18.3,-, , , , 
14,33.7,42,24,1009.6,15,0,9.7,27,37,-, , , , 
15,35,42.2,24.5,1009.8,12,0,9.8,22.2,44.3,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,35.9,45.1,25.6,1009.9,-,0,10,11.5,20.6,-, , , , 
20,36.6,46.5,26.1,1008.9,-,0,10,16.1,25.9,-, , , , 
21,37.5,45.8,26.6,1007.7,-,0,11.3,24.8,31.3,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
